Year,Month_Num,Region,Model,Fuel_Type,Units_Sold,Revenue
2022,8,Middle East & Africa,X3,ICE,5639,696674711.54
2022,8,Middle East & Africa,X5,ICE,2082,195576483.69
2022,8,Middle East & Africa,X7,EV,6288,351462952.11
2022,8,Middle East & Africa,i4,ICE,924,94618296.18
2022,8,Middle East & Africa,iX,ICE,859,78103153.13
2022,8,Middle East & Africa,i7,Hybrid,3319,290249546.56
2022,8,Middle East & Africa,M3,EV,4484,182692919.71
2022,8,Middle East & Africa,M5,ICE,5857,411217572.86
2022,8,Middle East & Africa,Z4,Hybrid,7694,624022446.68
2022,8,Middle East & Africa,2 Series,Hybrid,6135,433091684.73
2022,8,Middle East & Africa,4 Series,EV,4941,392071048.07
2022,8,Middle East & Africa,1 Series,ICE,8048,519475301.71
2022,8,Latin America,3 Series,ICE,778,58813207.53
2022,8,Latin America,5 Series,EV,4655,478158252.1
2022,8,Latin America,7 Series,Hybrid,3221,341080549.54
2022,8,Latin America,X3,EV,4253,580594764.4
2022,8,Latin America,X5,Hybrid,3608,415041680.76
2022,8,Latin America,X7,ICE,2240,173959741.68
2022,8,Latin America,i4,Hybrid,601,45208978.35
2022,8,Latin America,iX,ICE,2089,235134564.5
2022,8,Latin America,i7,Hybrid,3165,421364101.3
2022,8,Latin America,M3,EV,5737,569988034.98
2022,8,Latin America,M5,Hybrid,3875,291005945.08
2022,8,Latin America,Z4,ICE,6711,465285488.93
2022,8,Latin America,2 Series,ICE,3364,482199138.21
2022,8,Latin America,4 Series,ICE,2549,164667323.49
2022,8,Latin America,1 Series,ICE,8642,423033774.31
2022,9,Europe,3 Series,Hybrid,6459,785368360.44
2022,9,Europe,5 Series,ICE,8122,525696856.16
2022,9,Europe,7 Series,Hybrid,3055,416413350.8
2022,9,Europe,X3,EV,2701,330313675.89
2022,9,Europe,X5,EV,7342,380330111.69
2022,9,Europe,X7,ICE,3698,183993716.08
2022,9,Europe,i4,EV,8294,1232966340.13
2022,9,Europe,iX,EV,5853,798751517.96
2022,9,Europe,i7,Hybrid,2816,149627407.1
2022,9,Europe,M3,EV,9687,835382195.64
2022,9,Europe,M5,ICE,2004,180469774.2
2022,9,Europe,Z4,ICE,3495,464614647.37
2022,9,Europe,2 Series,ICE,3418,427941926.69
2022,9,Europe,4 Series,Hybrid,5464,274128027.33
2022,9,Europe,1 Series,EV,872,34823088.46
2022,9,North America,3 Series,ICE,5114,403354818.12
2022,9,North America,5 Series,ICE,7669,768096026.92
2022,9,North America,7 Series,EV,2120,287437623.88
2022,9,North America,X3,ICE,7184,857708314.77
2022,9,North America,X5,Hybrid,8496,645419791.31
2022,9,North America,X7,EV,3956,403394435.89
2022,9,North America,i4,EV,8493,299517835.52
2022,9,North America,iX,EV,7343,741432771.31
2022,9,North America,i7,ICE,1156,88384366.45
2022,9,North America,M3,ICE,3197,257688139.23
2022,9,North America,M5,ICE,1176,114465456.62
2022,9,North America,Z4,Hybrid,8303,1140654621.79
2022,9,North America,2 Series,ICE,4056,454823933.86
2022,9,North America,4 Series,ICE,8164,576812298.27
2022,9,North America,1 Series,ICE,3023,333868213.05
2022,9,China,3 Series,ICE,2901,339804707.76
2022,9,China,5 Series,Hybrid,8005,1017552121.79
2022,9,China,7 Series,Hybrid,8474,323896164.41
2022,9,China,X3,Hybrid,10302,1131977446.33
2022,9,China,X5,EV,8259,1106217690.53
2022,9,China,X7,Hybrid,6841,359795030.06
2022,9,China,i4,EV,1485,218015929.84
2022,9,China,iX,Hybrid,2926,191073755.83
2022,9,China,i7,EV,3189,228433652.03
2022,9,China,M3,ICE,6109,800231630.97
2022,9,China,M5,EV,1945,193128234.3
2022,9,China,Z4,EV,4461,249079994.12
2022,9,China,2 Series,EV,8237,1161930834.64
2022,9,China,4 Series,ICE,2253,336399648.95
2022,9,China,1 Series,EV,2445,90141764.32
2022,9,Asia Pacific,3 Series,ICE,6797,406362162.82
2022,9,Asia Pacific,5 Series,EV,2420,139599840.92
2022,9,Asia Pacific,7 Series,Hybrid,4236,485486566.38
2022,9,Asia Pacific,X3,EV,4984,383758090.36
2022,9,Asia Pacific,X5,EV,5173,265526789.7
2022,9,Asia Pacific,X7,Hybrid,6123,787359822.37
2022,9,Asia Pacific,i4,ICE,6809,455994040.92
2022,9,Asia Pacific,iX,Hybrid,991,137653690.15
2022,9,Asia Pacific,i7,EV,7720,953435321.01
2022,9,Asia Pacific,M3,EV,2049,122797091.53
2022,9,Asia Pacific,M5,EV,7337,363998964.86
2022,9,Asia Pacific,Z4,ICE,1367,173539030.97
2022,9,Asia Pacific,2 Series,EV,9208,1138254780.08
2022,9,Asia Pacific,4 Series,ICE,6754,363309529.12
2022,9,Asia Pacific,1 Series,EV,2971,231528504.27
2022,9,Middle East & Africa,3 Series,Hybrid,9442,1325407151.49
2022,9,Middle East & Africa,5 Series,ICE,9079,1079578816.23
2022,9,Middle East & Africa,7 Series,EV,9398,1022993051.32
2022,9,Middle East & Africa,X3,EV,3935,325034134.96
2022,9,Middle East & Africa,X5,EV,8711,1168672419.81
2022,9,Middle East & Africa,X7,EV,1023,111076479.11
2022,9,Middle East & Africa,i4,ICE,9833,518394863.32
2022,9,Middle East & Africa,iX,EV,5960,555267951.39
2022,9,Middle East & Africa,i7,EV,2084,216447737.53
2022,9,Middle East & Africa,M3,EV,6585,490403670.13
2022,9,Middle East & Africa,M5,Hybrid,5332,342810718.31
2022,9,Middle East & Africa,Z4,Hybrid,6912,438577626.87
2022,9,Middle East & Africa,2 Series,ICE,2333,288086800.09
2022,9,Middle East & Africa,4 Series,ICE,2106,94183853.65
2022,9,Middle East & Africa,1 Series,EV,1725,252007285.61
2022,9,Latin America,3 Series,ICE,6915,789426100.59
2022,9,Latin America,5 Series,Hybrid,7862,880584159.69
2022,9,Latin America,7 Series,EV,8116,1082119597.16
2022,9,Latin America,X3,EV,4905,192011970.23
2022,9,Latin America,X5,EV,2791,210832152.45
2022,9,Latin America,X7,Hybrid,6661,765090230.94
2022,9,Latin America,i4,ICE,3823,528342372.74
2022,9,Latin America,iX,ICE,1417,72751716.23
2022,9,Latin America,i7,Hybrid,4538,289179212.99
2022,9,Latin America,M3,Hybrid,2106,161071943.16
2022,9,Latin America,M5,ICE,1755,96975982.92
2022,9,Latin America,Z4,EV,7660,788802286.2
2022,9,Latin America,2 Series,EV,9682,1350723593.88
2022,9,Latin America,4 Series,EV,623,80299844.85
2022,9,Latin America,1 Series,ICE,3156,271176589.36
2022,10,Europe,3 Series,EV,717,94408142.72
2022,10,Europe,5 Series,Hybrid,6403,467535961.56
2022,10,Europe,7 Series,ICE,838,30324961.96
2022,10,Europe,X3,Hybrid,6847,639242675.42
2022,10,Europe,X5,ICE,6836,485496190.73
2022,10,Europe,X7,EV,4834,516030057.23
2022,10,Europe,i4,EV,4272,472749140.39
2022,10,Europe,iX,ICE,9144,652892817.19
2022,10,Europe,i7,ICE,2308,212961319.33
2022,10,Europe,M3,ICE,2005,152880575.01
2022,10,Europe,M5,ICE,4061,328645598.62
2022,10,Europe,Z4,Hybrid,2080,104810037.47
2022,10,Europe,2 Series,EV,6372,338555893.78
2022,10,Europe,4 Series,Hybrid,1503,212324246.16
2022,10,Europe,1 Series,EV,7700,306727758.41
2022,10,North America,3 Series,Hybrid,3819,441591403.87
2022,10,North America,5 Series,Hybrid,4409,493204551.25
2022,10,North America,7 Series,EV,6557,852848244.65
2022,10,North America,X3,EV,7360,409854992.18
2022,10,North America,X5,Hybrid,1246,80752049.67
2022,10,North America,X7,Hybrid,7014,519448985.33
2022,10,North America,i4,ICE,6699,738837046.84
2022,10,North America,iX,EV,850,85848395.4
2022,10,North America,i7,EV,2855,151483162.04
2022,10,North America,M3,EV,1259,66049155.78
2022,10,North America,M5,EV,2384,185458553.86
2022,10,North America,Z4,ICE,7609,364890076.63
2022,10,North America,2 Series,Hybrid,2234,217805136.54
2022,10,North America,4 Series,Hybrid,4164,149779710.59
2022,10,North America,1 Series,EV,1634,106449455.89
2022,10,China,3 Series,Hybrid,4069,285413457.43
2022,10,China,5 Series,ICE,8915,355679324.45
2022,10,China,7 Series,Hybrid,6659,934191923.72
2022,10,China,X3,Hybrid,6686,422043552.99
2022,10,China,X5,ICE,3953,574658336.04
2022,10,China,X7,EV,3632,293897865.61
2022,10,China,i4,ICE,6906,587456177.67
2022,10,China,iX,ICE,3533,169075961.59
2022,10,China,i7,ICE,5100,283510290.0
2022,10,China,M3,ICE,705,29860868.79
2022,10,China,M5,ICE,5984,358741929.9
2022,10,China,Z4,EV,3449,492624133.67
2022,10,China,2 Series,EV,6401,739328625.83
2022,10,China,4 Series,ICE,5529,477423914.41
2022,10,China,1 Series,EV,4541,469162807.37
2022,10,Asia Pacific,3 Series,EV,6345,292514232.01
2022,10,Asia Pacific,5 Series,ICE,6653,795472084.57
2022,10,Asia Pacific,7 Series,ICE,2921,244074550.04
2022,10,Asia Pacific,X3,ICE,7570,879758850.52
2022,10,Asia Pacific,X5,ICE,4323,523167343.59
2022,10,Asia Pacific,X7,Hybrid,2444,138534441.5
2022,10,Asia Pacific,i4,ICE,3760,272838037.86
2022,10,Asia Pacific,iX,ICE,3190,441501146.98
2022,10,Asia Pacific,i7,Hybrid,664,65478589.44
2022,10,Asia Pacific,M3,ICE,4953,524193876.95
2022,10,Asia Pacific,M5,EV,6354,268021205.94
2022,10,Asia Pacific,Z4,Hybrid,5942,320045754.75
2022,10,Asia Pacific,2 Series,Hybrid,5253,702044410.54
2022,10,Asia Pacific,4 Series,ICE,6608,388438390.24
2022,10,Asia Pacific,1 Series,EV,7018,788929303.61
2022,10,Middle East & Africa,3 Series,EV,2330,211144602.96
2022,10,Middle East & Africa,5 Series,EV,1373,148318283.63
2022,10,Middle East & Africa,7 Series,EV,6345,769362286.05
2022,10,Middle East & Africa,X3,EV,2202,103597071.2
2022,10,Middle East & Africa,X5,Hybrid,3893,184901611.0
2022,10,Middle East & Africa,X7,EV,2171,202275916.11
2022,10,Middle East & Africa,i4,ICE,8484,890896244.62
2022,10,Middle East & Africa,iX,ICE,6232,742077448.81
2022,10,Middle East & Africa,i7,ICE,8372,1002755538.56
2022,10,Middle East & Africa,M3,EV,1189,86104034.54
2022,10,Middle East & Africa,M5,EV,8439,314565898.64
2022,10,Middle East & Africa,Z4,EV,5152,236588964.59
2022,10,Middle East & Africa,2 Series,ICE,8018,622011729.76
2022,10,Middle East & Africa,4 Series,Hybrid,661,94158275.47
2022,10,Middle East & Africa,1 Series,Hybrid,9063,594860151.33
2022,10,Latin America,3 Series,EV,5857,613640009.87
2022,10,Latin America,5 Series,EV,1671,155176274.33
2022,10,Latin America,7 Series,ICE,6088,810442545.02
2022,10,Latin America,X3,EV,6006,451912487.14
2022,10,Latin America,X5,Hybrid,7901,1176677849.07
2022,10,Latin America,X7,EV,2116,165767640.47
2022,10,Latin America,i4,EV,8171,647260081.02
2022,10,Latin America,iX,ICE,8511,1109704977.89
2022,10,Latin America,i7,ICE,4468,473274713.26
2022,10,Latin America,M3,Hybrid,10105,752764780.86
2022,10,Latin America,M5,ICE,3313,355324473.46
2022,10,Latin America,Z4,ICE,5098,698213716.84
2022,10,Latin America,2 Series,Hybrid,5570,366692392.31
2022,10,Latin America,4 Series,Hybrid,8085,676317579.79
2022,10,Latin America,1 Series,EV,3080,262894530.47
2022,11,Europe,3 Series,EV,4541,160944085.43
2022,11,Europe,5 Series,EV,4679,529509804.63
2022,11,Europe,7 Series,ICE,4112,546155618.12
2022,11,Europe,X3,ICE,2848,266406983.66
2022,11,Europe,X5,EV,8208,572597731.19
2022,11,Europe,X7,Hybrid,2726,239093610.02
2022,11,Europe,i4,EV,3550,423528333.0
2022,11,Europe,iX,Hybrid,5072,399645063.84
2022,11,Europe,i7,EV,4961,339093341.0
2022,11,Europe,M3,ICE,5782,627931673.02
2022,11,Europe,M5,EV,7773,1134531897.19
2022,11,Europe,Z4,ICE,10148,546602086.36
2022,11,Europe,2 Series,ICE,4349,352376410.82
2022,11,Europe,4 Series,Hybrid,8109,1067020636.74
2022,11,Europe,1 Series,ICE,6147,468619403.33
2022,11,North America,3 Series,ICE,2337,317562964.19
2022,11,North America,5 Series,Hybrid,2616,333585145.37
2022,11,North America,7 Series,ICE,3628,352636400.56
2022,11,North America,X3,ICE,6615,430767622.25
2022,11,North America,X5,EV,1608,133205617.98
2022,11,North America,X7,EV,652,94810648.1
2022,11,North America,i4,EV,8107,284334095.96
2022,11,North America,iX,ICE,4076,498795663.63
2022,11,North America,i7,Hybrid,6830,850565459.29
2022,11,North America,M3,ICE,2197,321525914.37
2022,11,North America,M5,ICE,3011,195780676.97
2022,11,North America,Z4,Hybrid,8289,806160497.25
2022,11,North America,2 Series,EV,3316,333226350.76
2022,11,North America,4 Series,Hybrid,5688,795811563.45
2022,11,North America,1 Series,EV,5583,461497591.63
2022,11,China,3 Series,EV,801,86161719.59
2022,11,China,5 Series,ICE,4531,222610988.9
2022,11,China,7 Series,ICE,3215,470762253.26
2022,11,China,X3,ICE,6942,557028758.99
2022,11,China,X5,ICE,4289,425648940.61
2022,11,China,X7,EV,9258,499524547.13
2022,11,China,i4,EV,3783,470921676.09
2022,11,China,iX,ICE,8857,918435474.14
2022,11,China,i7,EV,1790,150233042.5
2022,11,China,M3,ICE,7987,838903901.17
2022,11,China,M5,ICE,2920,319635971.12
2022,11,China,Z4,ICE,7128,658441537.64
2022,11,China,2 Series,Hybrid,4057,276630503.68
2022,11,China,4 Series,EV,4221,439363726.08
2022,11,China,1 Series,ICE,1629,210214033.52
2022,11,Asia Pacific,3 Series,Hybrid,3096,404028682.56
2022,11,Asia Pacific,5 Series,EV,3167,237478406.06
2022,11,Asia Pacific,7 Series,ICE,7861,1088270111.55
2022,11,Asia Pacific,X3,ICE,7126,354080015.69
2022,11,Asia Pacific,X5,ICE,1608,68852611.05
2022,11,Asia Pacific,X7,EV,4723,588306836.19
2022,11,Asia Pacific,i4,ICE,4975,417620648.64
2022,11,Asia Pacific,iX,ICE,6763,428326414.54
2022,11,Asia Pacific,i7,ICE,3828,275391391.04
2022,11,Asia Pacific,M3,ICE,2349,164680148.66
2022,11,Asia Pacific,M5,EV,3509,469539269.54
2022,11,Asia Pacific,Z4,ICE,1885,137010376.39
2022,11,Asia Pacific,2 Series,Hybrid,1359,56119904.55
2022,11,Asia Pacific,4 Series,EV,6117,247272476.14
2022,11,Asia Pacific,1 Series,ICE,1369,119407495.66
2022,11,Middle East & Africa,3 Series,ICE,2957,320663839.67
2022,11,Middle East & Africa,5 Series,ICE,1820,246595766.3
2022,11,Middle East & Africa,7 Series,EV,9209,441069873.19
2022,11,Middle East & Africa,X3,EV,4473,455202942.65
2022,11,Middle East & Africa,X5,EV,5943,385671634.56
2022,11,Middle East & Africa,X7,EV,5825,427191254.94
2022,11,Middle East & Africa,i4,Hybrid,4970,285536977.31
2022,11,Middle East & Africa,iX,Hybrid,4089,513432259.68
2022,11,Middle East & Africa,i7,EV,3097,294010748.0
2022,11,Middle East & Africa,M3,Hybrid,2267,89104378.75
2022,11,Middle East & Africa,M5,Hybrid,6233,800253511.75
2022,11,Middle East & Africa,Z4,Hybrid,4229,381416416.79
2022,11,Middle East & Africa,2 Series,Hybrid,633,62545447.34
2022,11,Middle East & Africa,4 Series,ICE,6280,350907664.88
2022,11,Middle East & Africa,1 Series,Hybrid,3402,444468601.64
2022,11,Latin America,3 Series,ICE,3909,353774491.52
2022,11,Latin America,5 Series,EV,4810,451498667.92
2022,11,Latin America,7 Series,EV,3887,349877072.15
2022,11,Latin America,X3,ICE,8569,386261123.1
2022,11,Latin America,X5,Hybrid,7393,396984190.26
2022,11,Latin America,X7,EV,6864,1019288534.4
2022,11,Latin America,i4,ICE,8087,829572455.93
2022,11,Latin America,iX,Hybrid,8734,1103057731.63
2022,11,Latin America,i7,ICE,8812,926167716.86
2022,11,Latin America,M3,Hybrid,7104,278811315.32
2022,11,Latin America,M5,ICE,6325,570289921.74
2022,11,Latin America,Z4,Hybrid,6219,813171168.75
2022,11,Latin America,2 Series,EV,3482,403881533.59
2022,11,Latin America,4 Series,Hybrid,4660,318783976.58
2022,11,Latin America,1 Series,ICE,6402,427958114.14
2022,12,Europe,3 Series,EV,7991,848756997.7
2022,12,Europe,5 Series,EV,8932,1056500823.64
2022,12,Europe,7 Series,Hybrid,4338,606220083.64
2022,12,Europe,X3,Hybrid,8745,636533182.92
2022,12,Europe,X5,EV,4147,205434572.45
2022,12,Europe,X7,Hybrid,1780,72809734.22
2022,12,Europe,i4,ICE,5073,447527321.91
2022,12,Europe,iX,Hybrid,7558,999611709.9
2022,12,Europe,i7,EV,7587,726939847.79
2022,12,Europe,M3,ICE,7031,611437694.74
2022,12,Europe,M5,ICE,794,96328451.34
2022,12,Europe,Z4,Hybrid,3413,437723380.39
2022,12,Europe,2 Series,EV,9028,757694907.94
2022,12,Europe,4 Series,EV,2110,168779195.71
2022,12,Europe,1 Series,Hybrid,1255,75335576.13
2022,12,North America,3 Series,ICE,5602,680521619.32
2022,12,North America,5 Series,EV,1781,180743109.16
2022,12,North America,7 Series,Hybrid,5705,252020842.54
2022,12,North America,X3,EV,3852,527968278.92
2022,12,North America,X5,ICE,8380,1176935687.03
2022,12,North America,X7,EV,7562,1000310154.84
2022,12,North America,i4,EV,4770,192728601.45
2022,12,North America,iX,ICE,6455,912287356.79
2022,12,North America,i7,Hybrid,2903,226352467.32
2022,12,North America,M3,EV,6493,604031744.76
2022,12,North America,M5,EV,8194,1192524053.84
2022,12,North America,Z4,ICE,8897,511072773.61
2022,12,North America,2 Series,EV,818,40063067.67
2022,12,North America,4 Series,Hybrid,8236,298143626.47
2022,12,North America,1 Series,EV,5094,514255111.96
2022,12,China,3 Series,Hybrid,1927,137283619.88
2022,12,China,5 Series,ICE,7312,738558018.59
2022,12,China,7 Series,EV,4008,507910297.67
2022,12,China,X3,EV,6674,451107756.25
2022,12,China,X5,ICE,1771,207530861.73
2022,12,China,X7,ICE,1371,195033813.31
2022,12,China,i4,EV,5619,441643199.07
2022,12,China,iX,Hybrid,9129,547363796.76
2022,12,China,i7,ICE,7618,764544329.26
2022,12,China,M3,ICE,3101,130058014.04
2022,12,China,M5,ICE,3795,558526050.72
2022,12,China,Z4,EV,9621,436696913.18
2022,12,China,2 Series,EV,3310,209607999.35
2022,12,China,4 Series,EV,8500,664623164.51
2022,12,China,1 Series,Hybrid,5491,411124875.25
2022,12,Asia Pacific,3 Series,EV,1493,94509025.05
2022,12,Asia Pacific,5 Series,EV,5650,284832045.88
2022,12,Asia Pacific,7 Series,Hybrid,2838,158634943.41
2022,12,Asia Pacific,X3,ICE,2108,176038624.83
2022,12,Asia Pacific,X5,EV,4076,303491924.76
2022,12,Asia Pacific,X7,ICE,2274,178365200.78
2022,12,Asia Pacific,i4,ICE,1332,151235453.18
2022,12,Asia Pacific,iX,ICE,8141,1220378538.64
2022,12,Asia Pacific,i7,Hybrid,3778,221182393.07
2022,12,Asia Pacific,M3,Hybrid,8645,600442845.16
2022,12,Asia Pacific,M5,EV,1108,161528089.8
2022,12,Asia Pacific,Z4,ICE,7047,247635653.47
2022,12,Asia Pacific,2 Series,Hybrid,2281,117269953.18
2022,12,Asia Pacific,4 Series,Hybrid,4157,555290948.17
2022,12,Asia Pacific,1 Series,EV,3187,359460786.85
2022,12,Middle East & Africa,3 Series,Hybrid,5974,367045095.04
2022,12,Middle East & Africa,5 Series,ICE,2873,290645935.75
2022,12,Middle East & Africa,7 Series,Hybrid,984,79945250.26
2022,12,Middle East & Africa,X3,EV,9702,1299395769.68
2022,12,Middle East & Africa,X5,EV,7933,797360087.93
2022,12,Middle East & Africa,X7,ICE,6065,406326227.68
2022,12,Middle East & Africa,i4,EV,5232,707284822.42
2022,12,Middle East & Africa,iX,EV,3518,409125332.68
2022,12,Middle East & Africa,i7,EV,7518,910361458.36
2022,12,Middle East & Africa,M3,Hybrid,8597,749262650.37
2022,12,Middle East & Africa,M5,EV,810,67921818.93
2022,12,Middle East & Africa,Z4,Hybrid,6641,834881024.7
2022,12,Middle East & Africa,2 Series,EV,9288,614528897.08
2022,12,Middle East & Africa,4 Series,EV,7440,521415218.87
2022,12,Middle East & Africa,1 Series,ICE,5728,794082801.58
2022,12,Latin America,3 Series,Hybrid,2563,220332289.42
2022,12,Latin America,5 Series,EV,5054,312914310.5
2022,12,Latin America,7 Series,Hybrid,7759,283989676.17
2022,12,Latin America,X3,ICE,2946,308092468.02
2022,12,Latin America,X5,EV,1839,138195813.26
2022,12,Latin America,X7,Hybrid,7272,1065146798.4
2022,12,Latin America,i4,ICE,1745,131046523.26
2022,12,Latin America,iX,EV,1059,45324468.08
2022,12,Latin America,i7,EV,9613,1325252485.42
2022,12,Latin America,M3,EV,7755,672933753.45
2022,12,Latin America,M5,ICE,3339,142317351.08
2022,12,Latin America,Z4,ICE,7127,734294745.25
2022,12,Latin America,2 Series,EV,1552,82798453.1
2022,12,Latin America,4 Series,Hybrid,7461,733762527.31
2022,12,Latin America,1 Series,ICE,6455,683290464.31
2023,1,Europe,3 Series,ICE,7559,389914493.98
2023,1,Europe,5 Series,ICE,4566,543225353.36
2023,1,Europe,7 Series,EV,2211,327318234.37
2023,1,Europe,X3,EV,6099,342051485.53
2023,1,Europe,X5,Hybrid,5943,750285065.97
2023,1,Europe,X7,ICE,693,95189439.51
2023,1,Europe,i4,EV,2481,115274850.53
2023,1,Europe,iX,Hybrid,5960,340483917.75
2023,1,Europe,i7,Hybrid,4356,343559842.78
2023,1,Europe,M3,ICE,654,52925586.87
2023,1,Europe,M5,EV,2017,286305511.55
2023,1,Europe,Z4,EV,933,116284241.67
2023,1,Europe,2 Series,ICE,10089,1190156913.19
2023,1,Europe,4 Series,ICE,3828,555902775.26
2023,1,Europe,1 Series,EV,669,60020371.27
2023,1,North America,3 Series,Hybrid,1067,67210784.6
2023,1,North America,5 Series,Hybrid,8576,312314677.08
2023,1,North America,7 Series,EV,2803,126946895.67
2023,1,North America,X3,EV,975,53372958.08
2023,1,North America,X5,ICE,2632,207342632.23
2023,1,North America,X7,ICE,5568,243269306.57
2023,1,North America,i4,Hybrid,1843,69793393.3
2023,1,North America,iX,EV,4051,472523631.1
2023,1,North America,i7,ICE,4942,740614374.15
2023,1,North America,M3,ICE,2269,338473878.18
2023,1,North America,M5,ICE,7714,497831181.95
2023,1,North America,Z4,ICE,1264,65273555.81
2023,1,North America,2 Series,ICE,3379,423894282.15
2023,1,North America,4 Series,EV,2320,105970504.7
2023,1,North America,1 Series,Hybrid,1936,115554981.82
2023,1,China,3 Series,EV,7186,1040175179.61
2023,1,China,5 Series,EV,7541,769817101.51
2023,1,China,7 Series,Hybrid,8575,1131004395.57
2023,1,China,X3,EV,4419,260491541.98
2023,1,China,X5,ICE,7122,507924809.6
2023,1,China,X7,ICE,1868,82329901.26
2023,1,China,i4,Hybrid,8211,813521303.94
2023,1,China,iX,EV,6592,949393938.88
2023,1,China,i7,EV,4216,317620332.09
2023,1,China,M3,Hybrid,1704,172311603.88
2023,1,China,M5,ICE,5998,790436059.61
2023,1,China,Z4,ICE,4874,397374259.69
2023,1,China,2 Series,EV,3604,458675244.52
2023,1,China,4 Series,EV,3092,260393974.19
2023,1,China,1 Series,EV,5896,292404435.54
2023,1,Asia Pacific,3 Series,Hybrid,1297,120002314.31
2023,1,Asia Pacific,5 Series,ICE,4777,448009809.3
2023,1,Asia Pacific,7 Series,ICE,9009,1326921978.34
2023,1,Asia Pacific,X3,EV,1706,155979588.36
2023,1,Asia Pacific,X5,EV,5604,477887096.97
2023,1,Asia Pacific,X7,ICE,4648,550794778.7
2023,1,Asia Pacific,i4,Hybrid,9282,1330802854.78
2023,1,Asia Pacific,iX,ICE,7335,784204158.35
2023,1,Asia Pacific,i7,EV,7958,489441201.1
2023,1,Asia Pacific,M3,Hybrid,5522,478428552.22
2023,1,Asia Pacific,M5,EV,5080,308661642.24
2023,1,Asia Pacific,Z4,EV,4421,374214429.68
2023,1,Asia Pacific,2 Series,ICE,7906,336642046.06
2023,1,Asia Pacific,4 Series,ICE,8356,951971602.35
2023,1,Asia Pacific,1 Series,EV,8008,1111559835.79
2023,1,Middle East & Africa,3 Series,ICE,2818,99271120.07
2023,1,Middle East & Africa,5 Series,ICE,6020,382852040.43
2023,1,Middle East & Africa,7 Series,ICE,8562,746137704.91
2023,1,Middle East & Africa,X3,EV,5798,547088652.13
2023,1,Middle East & Africa,X5,EV,8389,380423098.48
2023,1,Middle East & Africa,X7,ICE,4934,185821373.9
2023,1,Middle East & Africa,i4,EV,8046,806913241.17
2023,1,Middle East & Africa,iX,EV,2264,115394557.53
2023,1,Middle East & Africa,i7,Hybrid,5397,550098998.47
2023,1,Middle East & Africa,M3,Hybrid,8360,734681642.71
2023,1,Middle East & Africa,M5,EV,1010,98277400.95
2023,1,Middle East & Africa,Z4,EV,3589,473404177.99
2023,1,Middle East & Africa,2 Series,ICE,9824,962511454.31
2023,1,Middle East & Africa,4 Series,Hybrid,3048,120921788.9
2023,1,Middle East & Africa,1 Series,ICE,6976,1024290936.08
2023,1,Latin America,3 Series,Hybrid,6811,578762232.96
2023,1,Latin America,5 Series,EV,8351,1207601446.37
2023,1,Latin America,7 Series,ICE,1553,69564679.26
2023,1,Latin America,X3,ICE,6629,513606321.19
2023,1,Latin America,X5,ICE,5031,507794313.6
2023,1,Latin America,X7,EV,2320,131655233.98
2023,1,Latin America,i4,ICE,9301,398711200.07
2023,1,Latin America,iX,ICE,7568,624211580.07
2023,1,Latin America,i7,ICE,3643,368295375.61
2023,1,Latin America,M3,EV,3454,400547144.34
2023,1,Latin America,M5,EV,4774,560243767.53
2023,1,Latin America,Z4,ICE,5466,745245242.21
2023,1,Latin America,2 Series,EV,7790,962446456.96
2023,1,Latin America,4 Series,EV,7382,1039937840.01
2023,1,Latin America,1 Series,EV,5570,785820539.59
2023,2,Europe,3 Series,ICE,557,76547694.2
2023,2,Europe,5 Series,ICE,5594,766562018.38
2023,2,Europe,7 Series,Hybrid,7047,356814031.04
2023,2,Europe,X3,ICE,9233,1354093188.05
2023,2,Europe,X5,Hybrid,2414,146194147.06
2023,2,Europe,X7,EV,675,30393117.65
2023,2,Europe,i4,EV,8306,423948717.75
2023,2,Europe,iX,EV,1673,190656992.61
2023,2,Europe,i7,EV,6228,670306354.93
2023,2,Europe,M3,Hybrid,5407,603092682.52
2023,2,Europe,M5,EV,1889,79329895.58
2023,2,Europe,Z4,EV,2446,205571899.18
2023,2,Europe,2 Series,ICE,1303,81912885.64
2023,2,Europe,4 Series,ICE,1280,151285405.03
2023,2,Europe,1 Series,EV,2152,299061599.65
2023,2,North America,3 Series,EV,6641,500382485.75
2023,2,North America,5 Series,ICE,7748,1114533901.87
2023,2,North America,7 Series,EV,712,60077898.18
2023,2,North America,X3,EV,3125,386777953.88
2023,2,North America,X5,EV,7527,593963862.74
2023,2,North America,X7,ICE,8756,485397624.05
2023,2,North America,i4,ICE,4822,290080658.87
2023,2,North America,iX,EV,4717,178739486.18
2023,2,North America,i7,EV,3617,278814125.64
2023,2,North America,M3,EV,8715,510438851.36
2023,2,North America,M5,EV,5902,382682097.65
2023,2,North America,Z4,Hybrid,4251,637245765.0
2023,2,North America,2 Series,Hybrid,2445,298385756.76
2023,2,North America,4 Series,EV,1989,222450810.53
2023,2,North America,1 Series,ICE,5668,530409249.06
2023,2,China,3 Series,EV,8096,1153833430.93
2023,2,China,5 Series,EV,8090,425161187.7
2023,2,China,7 Series,ICE,1506,160330466.91
2023,2,China,X3,Hybrid,5024,431208670.51
2023,2,China,X5,EV,3485,239583149.92
2023,2,China,X7,Hybrid,1447,146857225.26
2023,2,China,i4,EV,3650,301014802.84
2023,2,China,iX,EV,8547,791185814.45
